Country Name,Year,Employment Sector: Agriculture,Employment Sector: Industry,Employment Sector: Services,Unemployment Rate,GDP,Population,Continent
Somalia,2022,25.91753334,17.80533882,56.27712783,19.05,10202767270,17801897,Africa
South Africa,2022,19.25958205,18.07807424,62.66234948,33.268,4.0692E+11,62378410,Africa
Spain,2022,3.799809868,20.06964153,76.1305486,12.917,1.4465E+12,47759127,Europe
Sri Lanka,2022,26.41190745,27.04199145,46.54611344,4.528,74143020263,22181000,Asia
St. Lucia,2022,10.52995471,16.8078266,72.66221869,15.934,2342714815,178781,North America
St. Vincent and the Grenadines,2022,9.710520122,19.91998117,70.36714521,19.417,989188888.9,102046,North America
Sudan,2022,40.4133876,14.5433339,45.04326949,7.53,51666875363,49383346,Africa
Suriname,2022,7.541687889,26.44374073,66.01501428,8.16,3791603200,623164,South America
Sweden,2022,1.861707814,17.24573463,80.8925388,7.392,5.79896E+11,10486941,Europe
Switzerland,2022,2.305050543,20.26905032,77.42589913,4.122,8.28509E+11,8777088,Europe
Syrian Arab Republic,2022,15.49991771,22.66406675,61.83601554,13.268,23622827080,22462173,Asia
Tajikistan,2022,43.51691579,20.75351129,35.72957291,11.634,10713525200,10182222,Asia
Tanzania,2022,65.50597419,8.472081783,26.02194403,2.588,75769974505,64711821,Africa
Thailand,2022,30.42324706,22.23527129,47.34148412,0.94,4.95645E+11,71735329,Asia
Timor-Leste,2022,39.19129519,11.78242173,49.02628308,1.537,3208593982,1369295,Asia
Togo,2022,30.79806505,20.01170441,49.19026436,1.965,8169476149,9089738,Africa
Tonga,2022,26.93744923,27.58191172,45.48063905,2.302,518180029.4,105042,Oceania
Trinidad and Tobago,2022,3.009961355,26.67518591,70.31485274,4.383,28510328245,1365805,North America
Tunisia,2022,14.01201586,33.35935413,52.62863001,15.3,44948769171,12119334,Africa
Turkiye,2022,16.65970419,27.73109109,55.60920472,10.465,9.07118E+11,84979913,Europe
Turkmenistan,2022,22.66556061,33.72802431,43.60641509,4.109,58972000000,7230193,Asia
Uganda,2022,66.26095837,7.299157452,26.43987853,2.886,45565333216,47312719,Africa
United Arab Emirates,2022,1.388618633,29.57737667,69.03398906,2.872,5.02732E+11,10074977,Asia
United Kingdom,2022,1.004948919,18.05610633,80.93894175,3.73,3.11404E+12,67791000,Europe
United States,2022,1.620543264,19.27677971,79.10267763,3.65,2.60069E+13,333271411,North America
Uruguay,2022,8.376404035,18.05590346,73.56769251,7.877,70594110920,3390913,South America
Uzbekistan,2022,25.89788396,24.179743,49.92238075,4.49,90095926567,34938955,Asia
Vanuatu,2022,42.34707595,11.23069005,46.422234,5.143,1030654208,313046,Oceania
Vietnam,2022,33.609304,30.61196366,35.77873416,1.523,4.13445E+11,99680655,Asia
Virgin Islands (U.S.),2022,1.293485631,15.19324049,83.51327387,13.007,4672000000,105413,#CALC!
West Bank and Gaza,2022,6.220993899,32.60923859,61.16976751,24.42,19165500000,5043612,Asia
Zambia,2022,57.31460249,10.34607944,32.33931807,5.995,29163782140,20152938,Africa
Zimbabwe,2022,52.61014283,13.75080696,33.6390502,10.087,32789657378,16069056,Africa
